H,8
H,9
G,9
G,8
I,10
F,10
J,10
H,10
I,9
K,11
I,8
I,7
H,11
J,9
I,11
I,12
H,12
K,9
J,8
K,7
G,11
F,11
G,13
F,14
G,12
G,10
G,14
G,15
F,13
E,14
K,8
L,8
G,7
F,6
E,12
D,11
F,12
D,12
D,10
E,11
E,13
H,13
C,13
D,13
D,14
C,15
C,11
E,9
C,12
C,10
B,12
K,10
L,9
M,7
J,7
I,6
J,6
E,15
M,10
N,11
J,5
J,4
K,6
F,15
D,15
I,4
N,6
L,6
K,5
L,5
